"id","readable_id","title","draft_type","total_picks","total_drafters","total_hosts","episode_number","draft_status","created_at_utc","updated_at_utc","is_patreon_only","episode_type"
e586c37b-a1a5-43e5-9906-afcb986fb585,345,Halloween Movies,0,7,2,2,"49",3,2025-03-20 11:55:41.754 -0400,,false,0
e5f99a8f-ffff-4cbe-89b3-ecd425a6c1d5,346,Zombie Mini-Mega,1,13,3,2,"155",3,2025-03-20 11:55:42.196 -0400,,false,0
e6f590bc-31b3-47f8-a106-826514b403bc,347,Abbott and Costello Meet the Monsters mini-Super Draft,4,5,2,0,"51",3,2025-03-20 11:55:43.576 -0400,,true,1
e7f803a0-9b03-4044-92f1-c0fe36de254f,348,Post-Apocalypse,0,7,2,1,"70",3,2025-03-20 11:55:41.820 -0400,,false,0
e96b035f-c571-453b-a451-cc3cb47f0220,349,Final Destination mini-Super Draft,4,5,2,0,"4",3,2025-03-20 11:55:43.177 -0400,,true,1
e9aa0fc9-6a1b-4d07-8c7e-3718a0bc260c,350,Canuxploitation,0,7,2,2,"150",3,2025-03-20 11:55:42.168 -0400,,false,0
ea4f88ad-351f-4f96-805e-edbc9047c5f0,351,Hannibal mini-Super Draft,4,5,2,0,"6",3,2025-03-20 11:55:43.190 -0400,,true,1
ebd2252b-8364-4c5d-b166-b1331402ea93,352,'90s Action Mega Draft,2,20,4,2,"46",3,2025-03-20 11:55:41.745 -0400,,false,0
ec283133-ac13-4150-9ae5-cb8a77dc970a,353,Harry Belafonte,0,7,2,0,"9",3,2025-03-20 11:55:43.691 -0400,,true,2
ec85a148-2e94-4d67-86d4-35972f54450d,354,Agnès Varda,0,7,2,1,"200",3,2025-03-20 11:55:42.427 -0400,,false,0
ec97b0d9-59a6-4b33-b830-35e1956d0323,355,Hallmark Christmas Mini-Mega,1,12,4,2,"195",3,2025-03-20 11:55:42.403 -0400,,false,0
ed4dd552-9481-4bad-8351-08523940169f,356,Shakespeare: Part I Mini-Mega,1,11,3,2,"96",3,2025-03-20 11:55:41.921 -0400,,false,0
ed5c9726-26d6-4023-a69f-7cee31c847c4,357,TV Adaptations,0,7,2,2,"107",3,2025-03-20 11:55:41.968 -0400,,false,0
edc0fa71-a386-4416-92c6-4d1cc71989f9,358,Die Hard mini-Super Draft,4,5,2,0,"11",3,2025-03-20 11:55:43.228 -0400,,true,1
